property_id,pred_square_m,is_valid_json,ground_truth,score,latency,re
66,30000.0,True,100000.0,0.0,1.9248767089993635,0.7
67,2300.58,True,2322.58,1.0,1.8832282080002187,0.009
68,11147.94,True,11148.36,1.0,1.9249160420004046,0.0
69,13635.47,True,13935.45,1.0,1.924809333999292,0.022
70,,True,,,1.7452681670001766,
71,8396.27,True,8361.27,1.0,2.0092523749990505,0.004
72,101250.0,True,101171.41,1.0,1.9642511250003736,0.001
73,10100.0,True,10117.14,1.0,1.9139924169994629,0.002
74,80000.0,True,80000.0,1.0,2.0517643750008574,0.0
75,161858.0,True,161874.26,1.0,2.0877520000012737,0.0
76,17000.0,True,150000.0,0.0,1.924181165999471,0.887
77,7098.34,True,7082.38,1.0,1.8773592500001541,0.002
78,4000.0,True,4000.0,1.0,2.0194565000001603,0.0
79,50000.0,True,50000.0,1.0,2.321877542000948,0.0
80,7500.0,True,7500.0,1.0,2.2851232499997423,0.0
81,7462.96,True,7432.24,1.0,1.8824699999986478,0.004
82,3697.14,True,3716.12,1.0,1.8794243339998502,0.005
83,210.0,True,1500000.0,0.0,1.9740914999983943,1.0
84,23225.7,True,23225.75,1.0,2.013080708000416,0.0
85,30000.0,True,30000.0,1.0,2.0508816669989756,0.0
86,,True,14163.95,,1.7509292079994339,
87,370000.0,True,370000.0,1.0,2.0861648749996675,0.0
88,15000.0,True,15000.0,1.0,1.9229327499997453,0.0
89,121000.0,True,323748.51,0.0,1.9607158329999947,0.626
90,18000.0,True,80000.0,0.0,1.916787000000113,0.775
91,161930.0,True,161874.26,1.0,1.963374875000227,0.0
92,13000.0,True,100000.0,0.0,2.0532198330001847,0.87
93,500000.0,True,500000.0,1.0,2.09049212500031,0.0
94,20232.0,True,20234.28,1.0,1.919095750001361,0.0
95,9290.3,True,9290.3,1.0,1.8466833750007936,0.0
96,13000.0,True,100000.0,0.0,1.922596042000805,0.87
97,5046500.0,True,505857.98,0.0,1.9996169579990237,8.976
98,13000.0,True,100000.0,0.0,2.0474932079996506,0.87
99,100500.0,True,202342.82,0.0,1.9611174170004233,0.503
100,5000.0,True,5000.0,1.0,2.050833208999393,0.0
101,3000.0,True,3000.0,1.0,1.930316167001365,0.0
102,20000.0,True,20000.0,1.0,2.212811375000456,0.0
103,40000.0,True,40000.0,1.0,2.0898340419989836,0.0
104,929.03,True,929.03,1.0,2.1467925420001848,0.0
105,8765.0,True,8765.0,1.0,2.444360000001325,0.0
106,2787.3,True,2787.09,1.0,2.144022999998924,0.0
107,6000.0,True,6000.0,1.0,1.9217602090011496,0.0
108,6000.0,True,6000.0,1.0,2.050717624999379,0.0
109,3716.0,True,3716.12,1.0,2.048246915999698,0.0
110,6000.0,True,6000.0,1.0,1.9170908750002127,0.0
111,15000.0,True,15000.0,1.0,1.9641545419999602,0.0
112,20000.0,True,20000.0,1.0,1.9546988330002932,0.0
113,929.03,True,929.03,1.0,2.0091523329992924,0.0
114,,True,,,1.9906180839989247,
115,2023.0,True,202.34,0.0,1.9382594159997097,8.998
116,70000.0,True,70000.0,1.0,2.0924346659994626,0.0
117,12000.0,True,12000.0,1.0,2.61259599999903,0.0
